resultId,raceId,driverId,constructorId,number,grid,positionOrder,points,laps,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
23547,977,154,210,8,6,6,8,71,4981683,65,10,01:08.6,226.633,1
23562,978,1,131,44,1,1,25,51,4887430,48,1,01:30.6,234.025,1
23563,978,822,131,77,9,2,18,51,4901493,46,3,01:30.9,233.294,1
23564,978,8,6,7,2,3,15,51,4924000,44,4,01:31.5,231.733,1
23565,978,830,9,33,4,4,12,51,4939555,51,2,01:30.7,233.878,1
23566,978,817,9,3,19,5,10,51,4953385,47,6,01:31.9,230.833,1
23567,978,807,4,27,5,6,8,51,4955539,43,8,01:32.6,229.08,1
23568,978,20,6,5,3,7,6,51,4981419,38,5,01:31.9,230.838,1
23582,979,20,6,5,1,1,25,70,5986713,69,4,01:20.8,195.176,1
23583,979,8,6,7,2,2,18,70,5987621,70,2,01:20.5,196.015,1
23584,979,822,131,77,3,3,15,70,5999175,68,6,01:21.2,194.198,1
23585,979,1,131,44,4,4,12,70,5999598,66,5,01:20.8,195.149,1
23586,979,830,9,33,5,5,10,70,5999989,44,3,01:20.5,195.944,1
23587,979,4,1,14,7,6,8,70,6057936,69,1,01:20.2,196.697,1
23602,980,1,131,44,1,1,25,44,5082820,35,2,01:46.6,236.526,1
23603,980,20,6,5,2,2,18,44,5085178,41,1,01:46.6,236.583,1
23604,980,817,9,3,6,3,15,44,5093611,44,3,01:47.5,234.445,1
23605,980,8,6,7,4,4,12,44,5097291,36,5,01:47.7,234.051,1
23606,980,822,131,77,3,5,10,44,5099276,37,4,01:47.7,234.071,1
23607,980,807,4,27,7,6,8,44,5110907,39,7,01:48.9,231.49,1
23608,980,154,210,8,11,7,6,44,5114373,37,8,01:49.1,231.14,1
23609,980,13,3,19,16,8,4,44,5119469,37,11,01:49.6,229.98,1
23610,980,839,10,31,9,9,2,44,5120974,37,14,01:49.7,229.804,1
23611,980,832,5,55,13,10,1,44,5122267,39,13,01:49.7,229.829,1
23612,980,840,3,18,15,11,0,44,5131819,41,16,01:50.5,228.095,1
23613,980,826,5,26,19,12,0,44,5132760,39,12,01:49.7,229.831,1
23614,980,835,4,30,14,13,0,44,5136059,44,10,01:49.3,230.725,1
23615,980,838,1,2,20,14,0,44,5139898,44,15,01:49.9,229.415,1
23616,980,825,210,20,12,15,0,44,5150082,36,9,01:49.1,231.057,1
23617,980,828,15,9,17,16,0,44,5152531,25,17,01:50.8,227.618,1
23622,981,1,131,44,1,1,25,53,4532312,50,2,01:23.5,249.793,1
23623,981,822,131,77,4,2,18,53,4536783,53,3,01:23.5,249.095,1
23624,981,20,6,5,6,3,15,53,4568629,51,4,01:23.9,248.576,1
23625,981,817,9,3,16,4,12,53,4572647,49,1,01:23.4,250.174,1
23626,981,8,6,7,5,5,10,53,4592394,43,8,01:25.1,245.194,1
23627,981,839,10,31,3,6,8,53,4603840,53,11,01:25.1,243.482,1
23628,981,840,3,18,2,7,6,53,4606468,51,10,01:25.6,243.559,1
23629,981,13,3,19,7,8,4,53,4607146,30,9,01:25.5,243.981,1
23630,981,815,10,11,10,9,2,53,4607588,48,6,01:25.0,245.442,1
23642,982,1,131,44,5,1,25,58,7403544,55,1,01:45.0,173.643,1
23643,982,817,9,3,3,2,18,58,7408051,57,2,01:45.3,173.16,1
23644,982,822,131,77,6,3,15,58,7412344,54,3,01:45.4,172.989,1
23645,982,832,5,55,10,4,12,58,7426366,52,4,01:46.5,171.151,1
23646,982,815,10,11,12,5,10,58,7428903,52,7,01:46.7,170.84,1
23647,982,835,4,30,11,6,8,58,7430803,52,5,01:46.7,170.855,1
23648,982,838,1,2,9,7,6,58,7433932,57,6,01:46.7,170.855,1
23649,982,840,3,18,18,8,4,58,7445240,55,9,01:47.5,169.599,1
23650,982,154,210,8,15,9,2,58,7446826,54,11,01:47.6,169.402,1
23651,982,839,10,31,14,10,1,58,7448339,52,12,01:47.7,169.339,1
23652,982,13,3,19,17,11,0,58,7450080,58,8,01:47.1,170.323,1
23662,983,830,9,33,3,1,25,56,5401290,50,4,01:34.5,211.235,1
23663,983,1,131,44,1,2,18,56,5414060,48,3,01:34.5,211.269,1
23664,983,817,9,3,4,3,15,56,5423809,55,5,01:34.8,210.56,1
23665,983,20,6,5,20,4,12,56,5438652,41,1,01:34.1,212.104,1
23666,983,822,131,77,5,5,10,56,5457311,44,6,01:35.3,209.424,1
23667,983,815,10,11,9,6,8,56,5479920,32,7,01:35.6,208.751,1
23682,984,1,131,44,1,1,25,53,5251194,43,6,01:33.8,222.917,1
23683,984,830,9,33,4,2,18,53,5252405,51,5,01:33.7,223.036,1
23684,984,817,9,3,3,3,15,53,5260873,52,3,01:33.7,223.122,1
23685,984,822,131,77,6,4,12,53,5261774,50,1,01:33.1,224.439,1
23686,984,8,6,7,10,5,10,53,5283816,50,2,01:33.2,224.364,1
23687,984,839,10,31,5,6,8,53,5318982,50,11,01:34.8,220.419,1
23688,984,815,10,11,7,7,6,53,5322618,23,10,01:34.7,220.649,1
23689,984,825,210,20,12,8,4,53,5340147,50,13,01:35.3,219.274,1
23690,984,154,210,8,13,9,2,53,5341077,50,14,01:35.3,219.253,1
23702,985,1,131,44,1,1,25,56,5630991,48,5,01:38.8,200.927,1
23703,985,20,6,5,2,2,18,56,5641134,51,1,01:37.8,203.003,1
23704,985,8,6,7,5,3,15,56,5646770,42,6,01:38.8,200.86,1
23705,985,830,9,33,16,4,12,56,5647759,39,4,01:38.1,202.394,1
23706,985,822,131,77,3,5,10,56,5665958,54,2,01:37.8,203.001,1
23707,985,839,10,31,6,6,8,56,5721971,53,13,01:40.5,197.482,1
23708,985,832,4,55,7,7,6,56,5723935,43,12,01:40.5,197.555,1
23722,986,830,9,33,2,1,25,71,5786552,65,2,01:18.9,196.4,1
23723,986,822,131,77,4,2,18,71,5806230,70,3,01:19.4,195.207,1
23724,986,8,6,7,5,3,15,71,5840559,59,6,01:20.1,193.549,1
23725,986,20,6,5,1,4,12,71,5856630,68,1,01:18.8,196.666,1
23742,987,20,6,5,2,1,25,71,5486262,63,7,01:12.5,213.849,1
23743,987,822,131,77,1,2,18,71,5489024,58,5,01:12.5,214.064,1
23744,987,8,6,7,3,3,15,71,5490862,61,6,01:12.5,213.987,1
23745,987,1,131,44,20,4,12,71,5491730,63,2,01:11.8,215.914,1
23746,987,830,9,33,4,5,10,71,5519202,64,1,01:11.0,218.349,1
23747,987,817,9,3,14,6,8,71,5534953,71,4,01:12.0,215.363,1
23748,987,13,3,19,9,7,6,71,5555144,60,11,01:13.5,211.19,1
23749,987,4,1,14,6,8,4,71,5555625,57,10,01:13.5,211.193,1
23750,987,815,10,11,5,9,2,71,5555762,61,8,01:13.1,212.347,1
23762,988,822,131,77,1,1,25,55,5654062,52,1,01:40.7,198.652,1
23763,988,1,131,44,2,2,18,55,5657961,51,3,01:41.5,197.041,1
23764,988,20,6,5,3,3,15,55,5673392,5,2,01:40.8,198.416,1
23765,988,8,6,7,5,4,12,55,5699448,53,7,01:42.3,195.376,1
23766,988,830,9,33,6,5,10,55,5700331,43,5,01:42.0,195.969,1
23767,988,807,4,27,7,6,8,55,5739775,53,8,01:42.4,195.303,1
23768,988,815,10,11,8,7,6,55,5746124,52,11,01:42.7,194.708,1
23769,988,839,10,31,9,8,4,55,5752973,47,10,01:42.6,194.86,1
23782,989,20,6,5,3,1,25,58,5373283,53,4,01:26.5,220.782,1
23783,989,1,131,44,1,2,18,58,5378319,50,3,01:26.4,220.845,1
23784,989,8,6,7,2,3,15,58,5379592,57,2,01:26.4,221.027,1
23785,989,817,9,3,8,4,12,58,5380352,54,1,01:25.9,222.128,1
23786,989,4,1,14,10,5,10,58,5401169,57,7,01:27.0,219.489,1
23787,989,830,9,33,4,6,8,58,5402228,54,5,01:26.9,219.737,1
23788,989,807,4,27,7,7,6,58,5405954,57,9,01:27.1,219.23,1
23789,989,822,131,77,15,8,4,58,5407622,54,8,01:27.0,219.386,1
23790,989,838,1,2,11,9,2,58,5408204,57,6,01:27.0,219.54,1
23791,989,832,4,55,9,10,1,58,5419005,51,12,01:27.9,217.079,1
23792,989,815,10,11,12,11,0,58,5420100,51,11,01:27.6,217.849,1
23793,989,839,10,31,14,12,0,58,5433561,57,10,01:27.6,217.931,1
23794,989,844,15,16,18,13,0,58,5449042,56,15,01:28.8,215.085,1
23795,989,840,3,18,13,14,0,58,5451571,55,14,01:28.5,215.688,1
23802,990,20,6,5,1,1,25,57,5521940,21,7,01:34.5,206.274,1
23803,990,822,131,77,3,2,18,57,5522639,22,1,01:33.7,207.842,1
23804,990,1,131,44,9,3,15,57,5528452,51,2,01:34.0,207.371,1
23805,990,842,5,10,5,4,12,57,5584174,46,11,01:34.9,205.382,1
23806,990,825,210,20,6,5,10,57,5596986,29,5,01:34.3,206.549,1
23807,990,807,4,27,7,6,8,57,5620964,50,9,01:34.7,205.807,1
23822,991,817,9,3,6,1,25,56,5736380,55,1,01:35.8,204.871,1
23823,991,822,131,77,3,2,18,56,5745274,50,6,01:37.0,202.332,1
23824,991,8,6,7,2,3,15,56,5746017,48,3,01:36.5,203.446,1
23825,991,1,131,44,4,4,12,56,5753365,20,4,01:36.9,202.559,1
23826,991,830,9,33,5,5,10,56,5756816,50,2,01:36.2,203.974,1
23827,991,807,4,27,7,6,8,56,5757432,56,5,01:36.9,202.553,1
23828,991,4,1,14,13,7,6,56,5767019,56,7,01:37.2,201.818,1
23829,991,20,6,5,1,8,4,56,5771666,24,9,01:37.5,201.311,1
23830,991,832,4,55,9,9,2,56,5772143,54,11,01:37.8,200.744,1
23831,991,825,210,20,11,10,1,56,5775974,54,14,01:38.2,199.93,1
23832,991,839,10,31,12,11,0,56,5780430,47,12,01:38.0,200.271,1
23833,991,815,10,11,8,12,0,56,5781105,54,10,01:37.7,200.911,1
23834,991,838,1,2,14,13,0,56,5785753,54,13,01:38.1,199.961,1
23835,991,840,3,18,18,14,0,56,5791870,54,17,01:38.5,199.224,1
23836,991,845,3,35,16,15,0,56,5794621,47,18,01:38.6,198.973,1
23837,991,828,15,9,20,16,0,56,5798984,52,16,01:38.4,199.455,1
23838,991,154,210,8,10,17,0,56,5801676,51,8,01:37.4,201.453,1
23839,991,842,5,10,17,18,0,56,5802710,54,15,01:38.4,199.493,1
23840,991,844,15,16,19,19,0,56,5818955,23,19,01:38.8,198.603,1
23842,992,1,131,44,2,1,25,51,6224291,35,2,01:45.4,205.012,1
23843,992,8,6,7,6,2,18,51,6226751,50,7,01:46.5,202.874,1
23844,992,815,10,11,8,3,15,51,6228315,51,6,01:46.2,203.48,1
23845,992,20,6,5,1,4,12,51,6229620,38,4,01:45.5,204.783,1
23846,992,832,4,55,9,5,10,51,6231806,50,9,01:46.9,202.242,1
23847,992,844,15,16,13,6,8,51,6233449,31,11,01:47.4,201.212,1
23848,992,4,1,14,12,7,6,51,6235222,32,12,01:47.4,201.126,1
23849,992,840,3,18,10,8,4,51,6236837,50,8,01:46.8,202.319,1
23850,992,838,1,2,16,9,2,51,6238443,50,13,01:47.7,200.72,1
23851,992,843,5,28,19,10,1,51,6242321,51,17,01:48.3,199.567,1
23852,992,828,15,9,18,11,0,51,6242803,51,14,01:47.9,200.239,1
23853,992,842,5,10,17,12,0,51,6249011,38,15,01:48.0,200.035,1
23854,992,825,210,20,15,13,0,51,6264954,35,16,01:48.2,199.813,1
23862,993,1,131,44,1,1,25,66,5729972,64,3,01:19.1,211.77,1
23863,993,822,131,77,2,2,18,66,5750565,56,5,01:19.5,210.85,1
23864,993,830,9,33,5,3,15,66,5756845,62,4,01:19.4,210.999,1
23865,993,20,6,5,3,4,12,66,5757556,61,2,01:19.1,211.783,1
23866,993,817,9,3,6,5,10,66,5780030,61,1,01:18.4,213.638,1
23882,994,817,9,3,1,1,25,78,6174807,13,5,01:15.6,158.984,1
23883,994,20,6,5,2,2,18,78,6182143,14,7,01:16.1,157.933,1
23884,994,1,131,44,3,3,15,78,6191820,15,8,01:16.3,157.508,1
23885,994,8,6,7,4,4,12,78,6192934,13,10,01:16.4,157.257,1
23886,994,822,131,77,5,5,10,78,6193629,21,9,01:16.3,157.422,1
23887,994,839,10,31,6,6,8,78,6198474,63,14,01:17.0,155.96,1
23888,994,842,5,10,10,7,6,78,6199138,68,15,01:17.1,155.815,1
23889,994,807,4,27,11,8,4,78,6199646,57,6,01:16.1,157.941,1
23890,994,830,9,33,20,9,2,78,6200124,60,1,01:14.3,161.772,1
23891,994,832,4,55,8,10,1,78,6243820,19,18,01:17.5,155.027,1
23892,994,828,15,9,16,11,0,78,6244671,19,12,01:16.9,156.145,1
23893,994,815,10,11,9,12,0,78,6245268,24,19,01:17.5,154.917,1
23894,994,825,210,20,19,13,0,78,6249630,20,17,01:17.5,155.057,1
23902,995,20,6,5,1,1,25,68,5311377,57,2,01:14.0,212.26,1
23903,995,822,131,77,2,2,18,68,5318753,51,3,01:14.0,212.179,1
23904,995,830,9,33,3,3,15,68,5319737,65,1,01:13.9,212.547,1
23905,995,817,9,3,6,4,12,68,5332269,59,5,01:14.2,211.701,1
23906,995,1,131,44,4,5,10,68,5332936,66,6,01:14.2,211.633,1
23907,995,8,6,7,5,6,8,68,5338561,59,4,01:14.1,211.941,1
23922,996,1,131,44,1,1,25,53,5411385,49,5,01:34.5,222.531,1
23923,996,830,9,33,4,2,18,53,5418475,47,2,01:34.3,223.083,1
23924,996,8,6,7,6,3,15,53,5437273,48,3,01:34.4,222.792,1
23925,996,817,9,3,5,4,12,53,5446121,37,7,01:35.4,220.494,1
23926,996,20,6,5,3,5,10,53,5473320,42,4,01:34.5,222.587,1
23927,996,825,210,20,9,6,8,53,5490749,50,8,01:35.4,220.395,1
23928,996,822,131,77,2,7,6,53,5492017,41,1,01:34.2,223.201,1
23929,996,832,4,55,7,8,4,53,5498569,46,9,01:35.6,219.904,1
23930,996,807,4,27,12,9,2,53,5503374,46,11,01:35.9,219.365,1
23931,996,844,15,16,8,10,1,53,5505258,45,12,01:36.0,219.127,1
23942,997,830,9,33,4,1,25,71,4916024,70,4,01:07.4,230.491,1
23943,997,8,6,7,3,2,18,71,4917528,71,1,01:07.0,232.16,1
23944,997,20,6,5,6,3,15,71,4919205,67,2,01:07.1,231.728,1
23962,998,20,6,5,2,1,25,52,5249784,47,1,01:30.7,233.831,1
23963,998,1,131,44,1,2,18,52,5252048,52,3,01:31.2,232.424,1
23964,998,8,6,7,3,3,15,52,5253436,51,2,01:30.8,233.576,1
23965,998,822,131,77,4,4,12,52,5258667,43,4,01:31.4,232.089,1
23966,998,817,9,3,6,5,10,52,5259284,46,5,01:31.6,231.551,1
23967,998,807,4,27,11,6,8,52,5278004,48,7,01:33.4,227.049,1
23968,998,839,10,31,10,7,6,52,5279714,48,13,01:33.6,226.562,1
23969,998,4,1,14,13,8,4,52,5280899,52,10,01:33.5,226.862,1
23970,998,825,210,20,7,9,2,52,5282972,48,12,01:33.6,226.567,1
23971,998,815,10,11,12,10,1,52,5284492,48,9,01:33.5,226.887,1
23972,998,838,1,2,17,11,0,52,5285558,48,11,01:33.6,226.695,1
23973,998,840,3,18,19,12,0,52,5287890,48,15,01:33.9,225.927,1
23974,998,842,5,10,14,13,0,52,5288913,48,8,01:33.5,226.904,1
23975,998,845,3,35,18,14,0,52,5297897,52,18,01:34.6,224.134,1
23983,999,1,131,44,14,1,25,67,5549845,66,1,01:15.5,217.968,1
23984,999,822,131,77,2,2,18,67,5554380,65,2,01:15.7,217.461,1
23985,999,8,6,7,3,3,15,67,5556577,64,4,01:16.0,216.691,1
23986,999,830,9,33,4,4,12,67,5557499,66,3,01:15.9,217.085,1
23987,999,807,4,27,7,5,10,67,5576454,66,16,01:17.9,211.351,1
23988,999,154,210,8,6,6,8,67,5578716,66,5,01:16.7,214.641,1
23989,999,815,10,11,10,7,6,67,5580401,66,15,01:17.9,211.468,1
23990,999,839,10,31,15,8,4,67,5581595,64,17,01:17.9,211.267,1
23991,999,828,15,9,13,9,2,67,5582207,65,12,01:17.7,211.8,1
23992,999,843,5,28,17,10,1,67,5584042,66,9,01:17.7,211.974,1
23993,999,825,210,20,5,11,0,67,5584764,66,10,01:17.7,211.93,1
23994,999,832,4,55,8,12,0,67,5592914,63,7,01:17.4,212.661,1
23995,999,838,1,2,19,13,0,67,5596462,67,8,01:17.5,212.368,1
24003,1000,1,131,44,1,1,25,70,5836427,63,4,01:21.1,194.454,1
24004,1000,20,6,5,4,2,18,70,5853550,70,2,01:20.1,197.007,1
24005,1000,8,6,7,3,3,15,70,5856528,55,3,01:20.3,196.428,1
24006,1000,817,9,3,12,4,12,70,5882846,46,1,01:20.0,197.115,1
24007,1000,822,131,77,2,5,10,70,5886427,39,8,01:21.7,192.957,1
24008,1000,842,5,10,6,6,8,70,5909700,64,7,01:21.7,193.078,1
24023,1001,20,6,5,2,1,25,44,5014476,25,2,01:46.6,236.435,1
24024,1001,1,131,44,1,2,18,44,5025537,23,3,01:46.7,236.264,1
24025,1001,830,9,33,7,3,15,44,5045848,36,4,01:46.9,235.767,1
24026,1001,822,131,77,19,4,12,44,5078081,32,1,01:46.3,237.231,1
24027,1001,815,10,11,4,5,10,44,5085499,38,7,01:48.1,233.293,1
24028,1001,839,10,31,3,6,8,44,5093996,35,6,01:48.1,233.298,1
24029,1001,154,210,8,5,7,6,44,5100429,35,8,01:48.3,232.856,1
24030,1001,825,210,20,9,8,4,44,5102115,36,5,01:47.9,233.602,1
24031,1001,842,5,10,10,9,2,44,5120368,36,9,01:48.6,232.202,1
24043,1002,1,131,44,3,1,25,53,4614484,30,1,01:22.5,252.794,1
24044,1002,8,6,7,1,2,18,53,4623189,28,4,01:23.5,249.713,1
24045,1002,822,131,77,4,3,15,53,4628550,39,3,01:22.9,251.544,1
24046,1002,20,6,5,2,4,12,53,4630635,51,2,01:22.5,252.77,1
24047,1002,830,9,33,5,5,10,53,4632692,41,6,01:23.6,249.432,1
24048,1002,839,10,31,8,6,8,53,4672245,48,12,01:24.2,247.555,1
24049,1002,815,10,11,14,7,6,53,4673162,44,11,01:24.2,247.743,1
24050,1002,832,4,55,7,8,4,53,4692624,43,5,01:23.5,249.671,1
24063,1003,1,131,44,1,1,25,61,6671611,56,2,01:42.9,177.108,1
24064,1003,830,9,33,2,2,18,61,6680572,54,5,01:43.3,176.368,1
24065,1003,20,6,5,3,3,15,61,6711595,48,6,01:44.7,174.137,1
24066,1003,822,131,77,4,4,12,61,6723541,42,8,01:44.7,174.052,1
24067,1003,8,6,7,5,5,10,61,6724612,46,7,01:44.7,174.061,1
24068,1003,817,9,3,6,6,8,61,6725593,59,3,01:43.1,176.753,1
24069,1003,4,1,14,11,7,6,61,6774612,57,4,01:43.2,176.677,1
24083,1004,1,131,44,2,1,25,53,5245181,50,2,01:35.9,219.492,1
24084,1004,822,131,77,1,2,18,53,5247726,50,1,01:35.9,219.617,1
24085,1004,20,6,5,3,3,15,53,5252668,50,3,01:36.0,219.322,1
24086,1004,8,6,7,4,4,12,53,5261724,47,6,01:36.6,217.913,1
24087,1004,830,9,33,19,5,10,53,5276197,45,4,01:36.3,218.655,1
24088,1004,817,9,3,18,6,8,53,5325632,41,5,01:36.3,218.514,1
24089,1004,844,15,16,7,7,6,53,5343571,52,9,01:38.1,214.59,1
24103,1005,1,131,44,1,1,25,53,5237062,51,2,01:32.8,225.307,1
24104,1005,822,131,77,2,2,18,53,5249981,46,3,01:33.1,224.521,1
24105,1005,830,9,33,3,3,15,53,5251357,50,6,01:33.4,223.903,1
24106,1005,817,9,3,15,4,12,53,5256557,50,4,01:33.2,224.336,1
24107,1005,8,6,7,4,5,10,53,5288060,28,12,01:34.2,221.869,1
24108,1005,20,6,5,8,6,8,53,5306935,53,1,01:32.3,226.447,1
24109,1005,815,10,11,9,7,6,53,5316441,43,9,01:34.1,222.223,1
24110,1005,154,210,8,5,8,4,53,5324260,47,15,01:34.8,220.551,1
24111,1005,839,10,31,11,9,2,53,5325117,50,14,01:34.7,220.821,1
24123,1006,8,6,7,2,1,25,56,5658643,45,5,01:38.5,201.527,1
24124,1006,830,9,33,18,2,18,56,5659924,45,2,01:38.2,202.011,1
24125,1006,1,131,44,1,3,15,56,5660985,40,1,01:37.4,203.782,1
24126,1006,20,6,5,5,4,12,56,5676865,41,3,01:38.3,201.941,1
24127,1006,822,131,77,3,5,10,56,5683387,46,4,01:38.5,201.551,1
24128,1006,807,4,27,7,6,8,56,5745853,51,8,01:39.5,199.369,1
24129,1006,832,4,55,11,7,6,56,5753637,45,11,01:39.9,198.75,1
24130,1006,815,10,11,10,8,4,56,5759723,45,13,01:40.0,198.483,1
24143,1007,830,9,33,2,1,25,71,5908851,66,2,01:19.2,195.67,1
24144,1007,20,6,5,4,2,18,71,5926167,49,4,01:19.5,194.844,1
24145,1007,8,6,7,6,3,15,71,5958765,19,5,01:20.3,192.874,1
24146,1007,1,131,44,3,4,12,71,5987589,49,8,01:20.7,191.933,1
24163,1008,1,131,44,1,1,25,71,5229066,70,7,01:11.8,216.065,1
24164,1008,830,9,33,5,2,18,71,5230535,61,4,01:11.6,216.72,1
24165,1008,8,6,7,4,3,15,71,5233830,64,6,01:11.8,216.143,1
24166,1008,817,9,3,11,4,12,71,5234259,62,3,01:11.3,217.434,1
24167,1008,822,131,77,3,5,10,71,5252009,65,1,01:10.5,219.909,1
24168,1008,20,6,5,2,6,8,71,5256063,71,2,01:10.8,219.005,1
24169,1008,844,15,16,7,7,6,71,5273265,70,8,01:12.1,215.204,1
24170,1008,154,210,8,8,8,4,71,5280296,71,12,01:12.4,214.372,1
24171,1008,825,210,20,10,9,2,71,5281923,67,10,01:12.2,214.835,1
24183,1009,1,131,44,1,1,25,55,5980382,53,5,01:41.4,197.267,1
24184,1009,20,6,5,3,2,18,55,5982963,54,1,01:40.9,198.225,1
24185,1009,830,9,33,6,3,15,55,5993088,51,6,01:41.9,196.198,1
24186,1009,817,9,3,5,4,12,55,5995761,35,3,01:41.2,197.477,1
24187,1009,822,131,77,2,5,10,55,6028339,42,2,01:41.0,198.056,1
24188,1009,832,4,55,11,6,8,55,6052930,54,4,01:41.4,197.278,1
24189,1009,844,15,16,8,7,6,55,6071171,54,10,01:42.9,194.354,1
24190,1009,815,10,11,14,8,4,55,6071657,53,8,01:42.8,194.467,1
24203,1010,822,131,77,2,1,26,58,5127325,57,1,01:25.6,223.075,1
24204,1010,1,131,44,1,2,18,58,5148211,57,2,01:26.1,221.839,1
24205,1010,830,9,33,4,3,15,58,5149845,57,3,01:26.3,221.327,1
24206,1010,20,6,5,3,4,12,58,5184434,16,8,01:28.0,217.054,1
24207,1010,844,6,16,5,5,10,58,5185528,58,4,01:26.9,219.621,1
24208,1010,825,210,20,7,6,8,58,5214481,56,9,01:28.2,216.493,1
24223,1011,1,131,44,3,1,25,57,5661295,36,2,01:33.5,208.314,1
24224,1011,822,131,77,4,2,18,57,5664275,42,3,01:34.2,206.808,1
24225,1011,844,6,16,1,3,16,57,5667426,38,1,01:33.4,208.575,1
24226,1011,830,9,33,5,4,12,57,5667703,47,9,01:35.3,204.417,1
24227,1011,20,6,5,2,5,10,57,5697363,43,4,01:34.9,205.313,1
24228,1011,846,1,4,9,6,8,57,5707049,14,12,01:35.8,203.422,1
24229,1011,8,51,7,8,7,6,57,5708765,45,11,01:35.6,203.822,1
24230,1011,842,9,10,13,8,4,57,5719389,42,8,01:35.3,204.46,1
24231,1011,848,5,23,12,9,2,57,5723992,39,16,01:36.8,201.372,1
24232,1011,815,211,11,14,10,1,57,5724991,51,14,01:36.3,202.254,1
24233,1011,841,51,99,16,11,0,57,5725894,42,7,01:35.2,204.575,1
24243,1012,1,131,44,2,1,25,56,5526350,47,5,01:35.9,204.642,1
24244,1012,822,131,77,1,2,18,56,5532902,38,4,01:34.9,206.842,1
24245,1012,20,6,5,3,3,15,56,5540124,37,2,01:34.8,206.921,1
24246,1012,830,9,33,5,4,12,56,5553977,45,6,01:36.1,204.108,1
24247,1012,844,6,16,4,5,10,56,5557626,45,3,01:34.9,206.869,1
24248,1012,842,9,10,6,6,9,56,5615657,55,1,01:34.7,207.126,1
24263,1013,822,131,77,1,1,25,51,5512942,50,2,01:44.0,207.748,1
24264,1013,1,131,44,2,2,18,51,5514466,48,3,01:44.2,207.465,1
24265,1013,20,6,5,3,3,15,51,5524681,46,4,01:44.6,206.546,1
24266,1013,830,9,33,4,4,12,51,5530435,39,5,01:44.8,206.221,1
24267,1013,844,6,16,8,5,11,51,5582049,50,1,01:43.0,209.795,1
24268,1013,815,211,11,5,6,8,51,5589358,49,7,01:45.5,204.795,1
24269,1013,832,1,55,9,7,6,51,5596768,43,10,01:45.8,204.247,1
24270,1013,846,1,4,7,8,4,51,5613210,43,6,01:45.4,205.047,1
24271,1013,840,211,18,13,9,2,51,5616758,38,12,01:46.0,203.858,1
24283,1014,1,131,44,2,1,26,66,5750443,54,1,01:18.5,213.499,1
24284,1014,822,131,77,1,2,18,66,5754517,55,2,01:18.7,212.835,1
24285,1014,830,9,33,4,3,15,66,5758122,57,3,01:19.8,210.081,1
24286,1014,20,6,5,3,4,12,66,5759610,64,4,01:19.8,209.947,1
24287,1014,844,6,16,5,5,10,66,5763804,57,5,01:20.0,209.469,1
24288,1014,842,9,10,6,6,8,66,5770019,57,6,01:20.5,208.08,1
24289,1014,825,210,20,8,7,6,66,5778602,66,9,01:20.8,207.478,1
24290,1014,832,1,55,12,8,4,66,5782785,59,10,01:20.9,207.249,1
24291,1014,826,5,26,9,9,2,66,5783499,64,8,01:20.7,207.591,1
24292,1014,154,210,8,7,10,1,66,5785084,64,12,01:21.1,206.743,1
24293,1014,848,5,23,11,11,0,66,5785888,65,11,01:21.0,206.817,1
24294,1014,817,4,3,13,12,0,66,5787201,56,7,01:20.6,207.876,1
24295,1014,807,4,27,0,13,0,66,5789684,65,13,01:21.3,206.171,1
24296,1014,8,51,7,14,14,0,66,5792246,66,14,01:21.4,205.917,1
24297,1014,815,211,11,15,15,0,66,5797320,65,16,01:21.9,204.717,1
24298,1014,841,51,99,18,16,0,66,5798134,64,15,01:21.8,204.782,1
24306,1015,1,131,44,1,1,25,78,6208437,9,6,01:16.2,157.721,1
24307,1015,20,6,5,4,2,18,78,6211039,9,9,01:16.3,157.494,1
24308,1015,822,131,77,2,3,15,78,6211599,65,2,01:15.2,159.828,1
24309,1015,830,9,33,3,4,12,78,6213974,9,7,01:16.2,157.593,1
24310,1015,842,9,10,8,5,11,78,6218383,72,1,01:14.3,161.73,1
24311,1015,832,1,55,9,6,8,78,6261891,32,5,01:15.9,158.295,1
24312,1015,826,5,26,7,7,6,78,6263011,31,10,01:16.3,157.471,1
24313,1015,848,5,23,10,8,4,78,6263637,43,3,01:15.6,158.89,1
24314,1015,817,4,3,6,9,2,78,6269331,78,4,01:15.7,158.701,1
24315,1015,154,210,8,13,10,1,78,6269471,41,16,01:16.7,156.531,1
24316,1015,846,1,4,12,11,0,78,6275238,61,13,01:16.4,157.214,1
24326,1016,1,131,44,2,1,25,70,5347084,62,4,01:14.8,209.851,1
24327,1016,20,6,5,1,2,18,70,5350742,57,5,01:14.9,209.677,1
24328,1016,844,6,16,3,3,15,70,5351780,63,2,01:14.4,211.14,1
24329,1016,822,131,77,6,4,13,70,5398127,69,1,01:13.1,214.833,1
24330,1016,830,9,33,9,5,10,70,5404739,67,3,01:14.8,209.98,1
24346,1017,1,131,44,1,1,25,53,5071198,53,2,01:32.8,226.717,1
24347,1017,822,131,77,2,2,18,53,5089254,43,3,01:33.6,224.725,1
24348,1017,844,6,16,3,3,15,53,5090183,40,4,01:33.8,224.146,1
24349,1017,830,9,33,4,4,12,53,5106103,38,5,01:34.2,223.351,1
24350,1017,20,6,5,7,5,11,53,5133994,53,1,01:32.7,226.775,1
