resultId,raceId,driverId,constructorId,number,grid,positionOrder,points,laps,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
7620,4,10,7,10,2,7,2,57,5551062,6,2,01:34.6,206.01,1
7621,4,4,4,7,7,8,1,57,5560957,29,14,01:35.7,203.539,1
7622,4,3,3,16,9,9,0,57,5566380,37,15,01:35.8,203.339,1
7623,4,12,4,8,15,10,0,57,5573331,37,10,01:35.4,204.138,1
7624,4,17,9,14,18,11,0,57,5575823,50,8,01:35.2,204.73,1
7625,4,5,1,2,11,12,0,57,5586006,54,12,01:35.5,203.969,1
7626,4,7,5,11,20,13,0,57,5586987,30,9,01:35.4,204.205,1
7634,5,18,23,22,1,1,10,66,5839202,17,2,01:22.9,202.149,1
7635,5,22,23,23,3,2,8,66,5852258,28,1,01:22.8,202.484,1
7636,5,17,9,14,5,3,6,66,5853126,18,5,01:23.1,201.631,1
7637,5,20,9,15,2,4,5,66,5858143,41,4,01:23.1,201.684,1
7638,5,4,4,7,8,5,4,66,5882368,14,6,01:23.4,200.887,1
7639,5,13,6,3,4,6,3,66,5890029,14,3,01:23.1,201.687,1
7640,5,2,2,6,13,7,2,66,5891514,29,10,01:23.9,199.79,1
7641,5,3,3,16,9,8,1,66,5904413,24,7,01:23.6,200.404,1
7654,6,18,23,22,1,1,10,78,6044282,49,2,01:15.2,159.914,1
7655,6,22,23,23,3,2,8,78,6051948,46,7,01:15.7,158.868,1
7656,6,8,6,4,2,3,6,78,6057724,47,5,01:15.4,159.507,1
7657,6,13,6,3,5,4,5,78,6059392,50,1,01:15.2,159.991,1
7658,6,17,9,14,8,5,4,78,6060012,45,3,01:15.3,159.636,1
7659,6,3,3,16,6,6,3,78,6077868,48,9,01:15.8,158.686,1
7660,6,4,4,7,9,7,2,78,6082121,64,4,01:15.4,159.53,1
7661,6,7,5,11,14,8,1,78,6107424,47,13,01:16.2,157.84,1
7662,6,21,10,21,13,9,0,78,6109322,74,16,01:16.4,157.343,1
7674,7,18,23,22,2,1,10,58,5184848,40,1,01:27.6,219.422,1
7675,7,17,9,14,4,2,8,58,5191562,42,3,01:27.8,218.847,1
7676,7,20,9,15,1,3,6,58,5192309,51,2,01:27.6,219.314,1
7677,7,15,7,9,5,4,5,58,5212691,40,4,01:27.9,218.7,1
7678,7,3,3,16,9,5,4,58,5216387,36,11,01:28.2,217.823,1
7679,7,13,6,3,7,6,3,58,5224844,41,9,01:28.2,217.936,1
7680,7,9,2,5,10,7,2,58,5231095,58,7,01:28.0,218.352,1
7681,7,10,7,10,13,8,1,58,5231807,56,5,01:27.9,218.663,1
7682,7,8,6,4,6,9,0,58,5235094,58,8,01:28.1,218.221,1
7683,7,4,4,7,8,10,0,58,5247268,57,13,01:28.4,217.411,1
7684,7,2,2,6,11,11,0,58,5249175,43,10,01:28.2,217.842,1
7685,7,6,3,17,12,12,0,58,5251224,58,6,01:28.0,218.402,1
7686,7,1,1,1,16,13,0,58,5265302,53,15,01:28.6,216.986,1
7694,8,20,9,15,1,1,10,60,4969328,16,1,01:20.7,229.238,1
7695,8,17,9,14,3,2,8,60,4984516,57,2,01:20.9,228.728,1
7696,8,22,23,23,2,3,6,60,5010503,18,5,01:21.4,227.285,1
7697,8,13,6,3,11,4,5,60,5014371,22,6,01:21.5,227.062,1
7698,8,3,3,16,7,5,4,60,5015243,17,3,01:21.1,228.336,1
7699,8,18,23,22,6,6,3,60,5015613,54,4,01:21.2,227.956,1
7700,8,15,7,9,4,7,2,60,5037635,17,9,01:21.8,226.237,1
7701,8,8,6,4,9,8,1,60,5038950,14,7,01:21.7,226.653,1
7702,8,10,7,10,8,9,0,60,5039151,51,8,01:21.7,226.611,1
7703,8,21,10,21,16,10,0,60,5040850,20,10,01:21.8,226.226,1
7704,8,6,3,17,5,11,0,60,5043351,14,11,01:21.8,226.129,1
7714,9,17,9,14,1,1,10,60,5803310,37,3,01:34.0,197.151,1
7715,9,20,9,15,4,2,8,60,5812562,42,4,01:34.1,196.97,1
7716,9,13,6,3,8,3,6,60,5819216,53,8,01:34.5,196.201,1
7717,9,3,3,16,15,4,5,60,5824409,50,7,01:34.4,196.315,1
7718,9,18,23,22,3,5,4,60,5826919,53,6,01:34.3,196.63,1
7719,9,22,23,23,2,6,3,60,5827778,54,11,01:34.7,195.749,1
7720,9,4,4,7,12,7,2,60,5828198,49,1,01:33.4,198.498,1
7721,9,5,1,2,6,8,1,60,5862002,59,17,01:35.5,194.011,1
7722,9,10,7,10,20,9,0,60,5864767,40,16,01:35.4,194.327,1
7723,9,2,2,6,11,10,0,60,5865235,42,10,01:34.6,195.991,1
7724,9,21,10,21,18,11,0,60,5865637,54,13,01:35.3,194.465,1
7725,9,6,3,17,13,12,0,60,5866186,49,5,01:34.2,196.659,1
7726,9,12,4,8,10,13,0,60,5871638,46,12,01:34.9,195.337,1
7727,9,9,2,5,16,14,0,60,5872865,47,9,01:34.5,196.037,1
7728,9,16,10,20,7,15,0,60,5875251,43,14,01:35.4,194.333,1
7729,9,67,5,12,17,16,0,60,5893535,24,19,01:36.3,192.49,1
7730,9,15,7,9,14,17,0,60,5894280,52,2,01:33.7,197.885,1
7734,10,1,1,1,4,1,10,70,5903876,16,4,01:22.5,191.219,1
7735,10,8,6,4,7,2,8,70,5915405,70,2,01:22.4,191.323,1
7736,10,17,9,14,3,3,6,70,5920762,65,1,01:21.9,192.498,1
7737,10,3,3,16,5,4,5,70,5930843,65,3,01:22.5,191.245,1
7738,10,5,1,2,6,5,4,70,5938268,63,8,01:23.0,190.115,1
7739,10,10,7,10,13,6,3,70,5939113,63,5,01:22.5,191.157,1
7740,10,18,23,22,8,7,2,70,5958964,57,6,01:22.7,190.694,1
7741,10,15,7,9,11,8,1,70,5972048,65,13,01:23.3,189.423,1
7742,10,6,3,17,9,9,0,70,5972650,55,11,01:23.2,189.608,1
7743,10,22,23,23,12,10,0,70,5973132,55,9,01:23.0,189.964,1
7744,10,2,2,6,15,11,0,70,5974488,65,14,01:23.3,189.375,1
7745,10,12,4,8,14,12,0,70,5975388,65,15,01:23.4,189.067,1
7746,10,9,2,5,18,13,0,70,5977922,65,12,01:23.2,189.507,1
7754,11,22,23,23,3,1,10,57,5751289,39,3,01:39.0,197.074,1
7755,11,1,1,1,1,2,8,57,5753647,57,4,01:39.1,196.943,1
7756,11,8,6,4,6,3,6,57,5767283,39,5,01:39.2,196.643,1
7757,11,5,1,2,2,4,5,57,5771321,56,7,01:39.3,196.378,1
7758,11,3,3,16,7,5,4,57,5772159,52,6,01:39.3,196.401,1
7759,11,4,4,7,8,6,3,57,5779033,46,10,01:39.5,196.076,1
7760,11,18,23,22,5,7,2,57,5786202,46,2,01:38.9,197.305,1
7761,11,9,2,5,10,8,1,57,5787956,55,8,01:39.4,196.312,1
7762,11,17,9,14,9,9,0,57,5796199,50,11,01:39.5,196.009,1
7763,11,16,10,20,12,10,0,57,5799224,36,12,01:39.6,195.824,1
7764,11,2,2,6,11,11,0,57,5800111,53,13,01:39.7,195.663,1
7765,11,21,10,21,16,12,0,57,5814903,53,17,01:40.1,194.867,1
7766,11,15,7,9,18,13,0,57,5815816,52,15,01:39.9,195.199,1
7767,11,10,7,10,13,14,0,57,5837808,55,1,01:38.7,197.687,1
7768,11,154,4,8,14,15,0,57,5843063,41,9,01:39.4,196.206,1
7774,12,8,6,4,6,1,10,44,5030995,42,4,01:47.7,234.173,1
7775,12,21,10,21,1,2,8,44,5031934,43,6,01:47.7,234.036,1
7776,12,20,9,15,8,3,6,44,5034870,38,1,01:47.3,235.07,1
7777,12,9,2,5,5,4,5,44,5040961,41,3,01:47.7,234.195,1
7778,12,2,2,6,3,5,4,44,5042271,35,2,01:47.4,234.834,1
7779,12,5,1,2,15,6,3,44,5063758,24,13,01:48.3,232.716,1
7780,12,22,23,23,4,7,2,44,5066456,37,12,01:48.3,232.912,1
7781,12,3,3,16,10,8,1,44,5067203,41,8,01:47.8,233.973,1
7782,12,17,9,14,9,9,0,44,5067954,39,9,01:47.8,233.936,1
7783,12,10,7,10,7,10,0,44,5072485,40,5,01:47.7,234.038,1
7784,12,16,10,20,11,11,0,44,5073631,42,10,01:47.9,233.771,1
7785,12,67,5,12,16,12,0,44,5077101,42,7,01:47.8,233.98,1
7786,12,6,3,17,18,13,0,44,5085236,42,11,01:48.2,233.024,1
7787,12,69,6,3,20,14,0,44,5133172,41,15,01:49.8,229.633,1
7794,13,22,23,23,5,1,10,53,4581706,48,5,01:25.0,245.445,1
7795,13,18,23,22,6,2,8,53,4584572,46,4,01:24.9,245.538,1
7796,13,8,6,4,3,3,6,53,4612370,36,2,01:24.8,246.042,1
7797,13,16,10,20,2,4,5,53,4612837,36,1,01:24.7,246.106,1
7798,13,4,4,7,8,5,4,53,4640888,50,8,01:25.2,244.777,1
7799,13,5,1,2,4,6,3,53,4642399,51,6,01:25.1,245.036,1
7800,13,2,2,6,15,7,2,53,4664118,30,9,01:25.5,243.95,1
7801,13,20,9,15,9,8,1,53,4667113,50,7,01:25.2,244.791,1
7802,13,21,6,3,14,9,0,53,4668562,28,10,01:25.5,243.921,1
7803,13,6,3,17,17,10,0,53,4743869,51,16,01:26.0,242.565,1
7804,13,10,7,10,16,11,0,53,4745631,50,14,01:25.8,243.201,1
7814,14,1,1,1,1,1,10,61,6966337,36,2,01:48.3,168.561,1
7815,14,10,7,10,6,2,8,61,6975971,34,6,01:48.4,168.482,1
7816,14,4,4,7,5,3,6,61,6982961,53,1,01:48.2,168.725,1
7817,14,20,9,15,2,4,5,61,6986958,10,7,01:48.4,168.479,1
7818,14,18,23,22,11,5,4,61,6996352,54,4,01:48.4,168.524,1
7819,14,22,23,23,9,6,3,61,6998195,50,8,01:48.6,168.168,1
7820,14,5,1,2,8,7,2,61,7002494,36,11,01:49.3,167.114,1
7821,14,9,2,5,7,8,1,61,7021391,44,10,01:48.8,167.784,1
7822,14,6,3,17,10,9,0,61,7022391,45,13,01:49.4,166.98,1
7823,14,8,6,4,12,10,0,61,7025229,54,5,01:48.4,168.49,1
7824,14,3,3,16,3,11,0,61,7026114,9,3,01:48.4,168.55,1
7825,14,15,7,9,14,12,0,61,7039346,54,9,01:48.8,167.831,1
7826,14,21,6,3,17,13,0,61,7046227,49,14,01:49.4,166.91,1
7827,14,24,10,21,19,14,0,61,7059839,48,15,01:49.9,166.249,1
7834,15,20,9,15,1,1,10,53,5300443,43,2,01:32.6,225.826,1
7835,15,15,7,9,2,2,8,53,5305320,38,4,01:33.2,224.42,1
7836,15,1,1,1,3,3,6,53,5306915,13,6,01:33.3,224.162,1
7837,15,8,6,4,5,4,5,53,5308383,33,3,01:33.0,224.789,1
7838,15,3,3,16,7,5,4,53,5309236,43,9,01:33.6,223.358,1
7839,15,2,2,6,4,6,3,53,5309952,13,10,01:33.6,223.346,1
7840,15,22,23,23,6,7,2,53,5311084,17,13,01:33.9,222.608,1
7841,15,18,23,22,10,8,1,53,5311917,42,5,01:33.3,224.182,1
7842,15,9,2,5,9,9,0,53,5312220,44,7,01:33.3,223.982,1
7843,15,4,4,7,16,10,0,53,5313508,28,14,01:33.9,222.523,1
7844,15,5,1,2,11,11,0,53,5314178,35,12,01:33.8,222.867,1
7845,15,21,6,3,14,12,0,53,5315039,33,8,01:33.5,223.635,1
7846,15,16,10,20,8,13,0,53,5315402,36,11,01:33.7,223.184,1
7847,15,24,10,21,18,14,0,53,5316177,36,16,01:34.3,221.702,1
7848,15,6,3,17,15,15,0,53,5318416,26,18,01:34.8,220.558,1
7854,16,17,9,14,2,1,10,71,5543081,25,1,01:13.7,210.386,1
7855,16,9,2,5,8,2,8,71,5550707,38,4,01:14.2,209.188,1
7856,16,1,1,1,17,3,6,71,5562025,59,6,01:14.3,208.654,1
7857,16,20,9,15,15,4,5,71,5562733,59,2,01:13.9,209.939,1
7858,16,18,23,22,14,5,4,71,5572086,46,7,01:14.4,208.631,1
7859,16,8,6,4,5,6,3,71,5576421,47,9,01:14.6,208.058,1
7860,16,67,5,12,6,7,2,71,5579072,58,10,01:14.6,208.044,1
7861,16,22,23,23,1,8,1,71,5588535,20,3,01:14.0,209.768,1
7862,16,5,1,2,16,9,0,71,5591580,68,5,01:14.3,208.772,1
7863,16,155,7,10,11,10,0,71,5606405,71,11,01:14.7,207.729,1
7864,16,21,6,3,19,11,0,71,5613746,55,14,01:14.9,207.022,1
7865,16,24,10,21,20,12,0,71,5614469,43,16,01:15.0,206.859,1
16067,17,20,9,15,2,1,10,55,5643414,54,1,01:40.3,199.387,1
16068,17,17,9,14,3,2,8,55,5661271,14,5,01:40.6,198.808,1
16069,17,18,23,22,5,3,6,55,5661881,49,6,01:40.6,198.668,1
16070,17,22,23,23,4,4,5,55,5666149,54,4,01:40.4,199.05,1
16071,17,2,2,6,8,5,4,55,5669667,54,7,01:40.7,198.609,1
16072,17,155,7,10,12,6,3,55,5671757,55,11,01:40.8,198.398,1
16073,17,15,7,9,6,7,2,55,5677780,49,8,01:40.7,198.508,1
16074,17,67,5,12,10,8,1,55,5684708,55,2,01:40.3,199.294,1
16075,17,3,3,16,9,9,0,55,5689355,49,15,01:41.0,197.97,1
16076,17,9,2,5,7,10,0,55,5691594,54,14,01:40.9,198.113,1
16077,17,5,1,2,18,11,0,55,5696212,53,18,01:41.3,197.346,1
16078,17,8,6,4,11,12,0,55,5697731,54,12,01:40.8,198.272,1
16079,17,6,3,17,13,13,0,55,5703253,54,9,01:40.8,198.447,1
16080,17,4,4,7,15,14,0,55,5713101,54,10,01:40.8,198.441,1
16081,17,24,10,21,16,15,0,55,5737864,54,17,01:41.3,197.422,1
20323,337,4,6,8,3,1,25,49,5960396,45,1,01:58.3,191.706,1
20324,337,13,6,7,2,2,18,49,5976495,38,5,01:59.7,189.392,1
20325,337,1,1,2,4,3,15,49,5983578,42,4,01:59.6,189.665,1
20326,337,20,9,5,1,4,12,49,5999195,32,12,02:00.2,188.627,1
20327,337,3,131,4,5,5,10,49,6000609,45,13,02:00.2,188.599,1
20328,337,30,131,3,7,6,8,49,6004559,45,11,02:00.2,188.649,1
20329,337,18,1,1,8,7,6,49,6005676,45,9,02:00.0,189.017,1
20330,337,17,9,6,6,8,4,49,6006756,45,3,01:59.5,189.781,1
20331,337,24,10,15,12,9,2,49,6013404,39,7,01:59.9,189.118,1
20332,337,22,3,9,11,10,1,49,6022885,47,6,01:59.8,189.233,1
20333,337,9,4,11,9,11,0,49,6029489,33,14,02:00.5,188.226,1
20334,337,16,10,14,10,12,0,49,6043354,49,2,01:59.4,189.93,1
20335,337,153,5,17,18,13,0,49,6053052,28,8,02:00.0,189.026,1
20347,338,18,1,1,4,1,25,58,5616531,52,6,01:29.3,213.804,1
20348,338,9,4,11,9,2,18,58,5628565,52,8,01:29.6,213.138,1
20349,338,13,6,7,5,3,15,58,5631019,52,7,01:29.5,213.216,1
20350,338,4,6,8,3,4,12,58,5632835,47,10,01:29.7,212.812,1
20351,338,3,131,4,6,5,10,58,5633214,53,2,01:28.5,215.742,1
20352,338,1,1,2,11,6,8,58,5646429,47,3,01:28.5,215.7,1
20353,338,24,10,15,13,7,6,58,5676378,55,9,01:29.7,212.865,1
20354,338,22,3,9,8,8,4,58,5677067,58,5,01:29.2,213.998,1
20355,338,17,9,6,2,9,2,58,5683850,47,1,01:28.4,216.061,1
20356,338,30,131,3,7,10,1,58,5685922,58,4,01:29.2,214.058,1
20357,338,153,5,17,17,11,0,58,5687832,49,11,01:29.7,212.798,1
20358,338,37,15,22,14,12,0,58,5690615,54,12,01:30.6,210.745,1
20371,339,20,9,5,3,1,25,56,5628412,53,6,01:37.8,204.009,1
20372,339,17,9,6,1,2,18,56,5633261,53,1,01:37.1,205.605,1
20373,339,3,131,4,2,3,15,56,5641916,53,8,01:38.1,203.352,1
20374,339,9,4,11,6,4,12,56,5647001,55,7,01:38.1,203.466,1
20375,339,16,10,14,4,5,10,56,5649471,55,9,01:38.2,203.288,1
20376,339,1,1,2,20,6,8,56,5651883,32,4,01:37.7,204.151,1
20377,339,13,6,7,21,7,6,56,5655480,48,5,01:37.8,204.07,1
20378,339,18,1,1,17,8,4,56,5666330,49,10,01:38.5,202.584,1
20379,339,153,5,17,14,9,2,56,5699014,44,13,01:39.5,200.572,1
20380,339,807,3,10,5,10,1,56,5701811,51,11,01:39.1,201.311,1
20381,339,67,5,16,13,11,0,56,5707350,54,3,01:37.6,204.433,1
20395,340,18,1,1,5,1,25,56,6402163,14,4,01:42.9,190.731,1
20396,340,1,1,2,6,2,18,56,6403693,13,1,01:42.1,192.273,1
20397,340,3,131,4,4,3,15,56,6411647,14,5,01:43.2,190.068,1
20398,340,4,6,8,3,4,12,56,6414032,14,9,01:44.1,188.445,1
20399,340,9,4,11,8,5,10,56,6424376,14,6,01:43.6,189.362,1
20400,340,20,9,5,1,6,8,56,6435473,14,2,01:42.4,191.715,1
20401,340,808,4,12,14,7,6,56,6449763,14,8,01:43.8,189.05,1
20402,340,17,9,6,2,8,4,56,6454335,14,3,01:42.6,191.246,1
20403,340,13,6,7,7,9,2,56,6459959,14,13,01:44.6,187.616,1
20404,340,30,131,3,9,10,1,56,6463912,14,10,01:44.3,188.149,1
20405,340,16,10,14,10,11,0,56,6465037,14,11,01:44.4,188.03,1
20406,340,22,3,9,11,12,0,56,6465828,17,14,01:45.6,185.901,1
20407,340,153,5,17,12,13,0,56,6473579,14,7,01:43.8,189.134,1
20419,341,17,9,6,1,1,25,66,5744101,62,2,01:24.8,197.552,1
20420,341,4,6,8,4,2,18,66,5768166,57,3,01:24.8,197.51,1
20421,341,20,9,5,2,3,15,66,5795439,56,5,01:25.2,196.745,1
20422,341,30,131,3,6,4,12,66,5806296,64,10,01:25.5,195.933,1
20423,341,18,1,1,5,5,10,66,5807829,64,4,01:25.2,196.768,1
20424,341,13,6,7,9,6,8,66,5809868,64,9,01:25.5,196.006,1
20425,341,16,10,14,11,7,6,66,5817042,65,13,01:25.8,195.212,1
20426,341,9,4,11,7,8,4,66,5817778,66,7,01:25.5,196.077,1
20443,342,17,9,6,1,1,25,78,6613355,63,2,01:15.3,159.643,1
20444,342,20,9,5,3,2,18,78,6613803,71,1,01:15.2,159.91,1
20445,342,9,4,11,2,3,15,78,6615030,72,3,01:15.4,159.568,1
20446,342,13,6,7,4,4,12,78,6616021,68,4,01:15.5,159.251,1
20447,342,1,1,2,5,5,10,78,6617718,68,10,01:16.2,157.755,1
20448,342,4,6,8,24,6,8,78,6619696,73,6,01:15.9,158.408,1
20449,342,3,131,4,6,7,6,78,6620006,65,7,01:16.0,158.295,1
20450,342,16,10,14,12,8,4,78,6620325,72,8,01:16.0,158.287,1
20451,342,24,10,15,10,9,2,78,6620660,72,9,01:16.1,157.915,1
20452,342,67,5,16,13,10,1,78,6621554,68,13,01:16.5,157.19,1
20453,342,153,5,17,17,11,0,78,6622490,73,11,01:16.4,157.421,1
20454,342,30,131,3,7,12,0,78,6619067,71,5,01:15.6,159.089,1
20467,343,1,1,2,2,1,25,58,5327620,54,12,01:30.1,213.342,1
20468,343,18,1,1,4,2,18,58,5330265,42,7,01:29.9,213.769,1
20469,343,17,9,6,1,3,15,58,5351905,54,2,01:29.2,215.447,1
20470,343,30,131,3,5,4,12,58,5358730,53,6,01:29.8,213.971,1
20471,343,3,131,4,6,5,10,58,5359886,52,9,01:30.0,213.574,1
20472,343,9,4,11,7,6,8,58,5360444,57,4,01:29.6,214.521,1
20473,343,13,6,7,8,7,6,58,5364255,58,10,01:30.0,213.529,1
20474,343,4,6,8,12,8,4,58,5374164,56,11,01:30.0,213.493,1
20475,343,16,10,14,11,9,2,58,5376649,55,8,01:30.0,213.617,1
20476,343,155,15,23,10,10,1,58,5393270,42,16,01:30.9,211.426,1
20477,343,37,15,22,13,11,0,58,5393564,50,14,01:30.4,212.525,1
20478,343,153,5,17,16,12,0,58,5395420,50,3,01:29.5,214.628,1
20491,344,1,1,2,1,1,25,70,5633456,62,2,01:17.8,201.778,1
20492,344,18,1,1,4,2,18,70,5635710,66,4,01:18.1,200.906,1
20493,344,4,6,8,3,3,15,70,5642670,44,6,01:18.2,200.744,1
20494,344,20,9,5,2,4,12,70,5671273,62,8,01:18.4,200.206,1
20495,344,17,9,6,7,5,10,70,5672747,62,5,01:18.1,200.895,1
20496,344,3,131,4,10,6,8,70,5689540,68,3,01:17.8,201.711,1
20497,344,9,4,11,8,7,6,70,5690756,67,1,01:17.0,203.965,1
20515,345,20,9,5,1,1,25,57,6029571,52,3,01:39.1,196.774,1
20516,345,1,1,2,3,2,18,57,6034613,56,4,01:39.2,196.744,1
20517,345,18,1,1,7,3,15,57,6042229,54,1,01:38.8,197.521,1
20518,345,22,3,9,9,4,12,57,6055198,56,5,01:39.5,196.085,1
20519,345,9,4,11,6,5,10,57,6056693,55,7,01:39.5,195.981,1
20520,345,16,10,14,13,6,8,57,6059739,52,8,01:39.8,195.469,1
20521,345,155,15,23,18,7,6,57,6060536,57,6,01:39.5,196.03,1
20522,345,4,6,8,4,8,4,57,6062380,50,10,01:39.9,195.3,1
20523,345,67,5,16,11,9,2,57,6065870,53,11,01:40.1,194.92,1
20524,345,3,131,4,12,10,1,57,6073953,57,9,01:39.9,195.322,1
20525,345,13,6,7,5,11,0,57,6076192,52,13,01:40.2,194.679,1
20526,345,37,15,22,16,12,0,57,6076985,56,16,01:40.4,194.248,1
20527,345,153,5,17,17,13,0,57,6077810,55,15,01:40.3,194.448,1
20528,345,808,4,12,10,14,0,57,6077858,57,12,01:40.1,194.889,1
20529,345,30,131,3,15,15,0,57,6078397,53,2,01:39.0,197.118,1
20530,345,24,10,15,14,16,0,57,6080461,52,14,01:40.3,194.49,1
20539,346,17,9,6,2,1,25,52,5078200,45,4,01:32.4,229.608,1
20540,346,1,1,2,4,2,18,52,5079560,43,6,01:32.8,228.633,1
20541,346,3,131,4,5,3,15,52,5099507,50,7,01:33.0,228.156,1
20542,346,18,1,1,14,4,12,52,5100186,52,9,01:33.0,228.031,1
20543,346,22,3,9,8,5,10,52,5109656,50,11,01:33.6,226.54,1
20544,346,155,15,23,12,6,8,52,5110371,52,10,01:33.6,226.678,1
20545,346,20,9,5,1,7,6,52,5114934,52,3,01:32.0,230.6,1
20546,346,16,10,14,11,8,4,52,5119132,42,16,01:34.3,224.806,1
20547,346,30,131,3,10,9,2,52,5119799,47,15,01:34.2,225.203,1
20548,346,807,3,10,13,10,1,52,5120212,48,13,01:34.0,225.639,1
20549,346,24,10,15,20,11,0,52,5120659,51,14,01:34.0,225.569,1
20550,346,67,5,16,16,12,0,52,5125827,52,8,01:33.0,228.087,1
20551,346,808,4,12,15,13,0,52,5137574,52,5,01:32.5,229.311,1
20552,346,4,6,8,3,14,0,52,5140585,52,1,01:30.9,233.373,1
20553,346,13,6,7,7,15,0,52,5145689,52,2,01:31.6,231.407,1
20563,347,4,6,8,2,1,25,67,5258864,66,2,01:15.9,217.005,1
20564,347,13,6,7,3,2,18,67,5263060,66,3,01:16.1,216.386,1
20565,347,20,9,5,1,3,15,67,5263985,67,1,01:15.8,217.166,1
20566,347,1,1,2,6,4,12,67,5285760,65,5,01:16.5,215.238,1
20567,347,18,1,1,5,5,10,67,5288346,65,4,01:16.5,215.385,1
20568,347,17,9,6,4,6,8,67,5302470,57,9,01:16.7,214.747,1
20587,348,17,9,6,2,1,25,70,6065571,46,2,01:22.7,190.821,1
20588,348,4,6,8,3,2,18,70,6083392,67,4,01:23.2,189.573,1
20589,348,20,9,5,1,3,15,70,6084823,70,1,01:22.4,191.491,1
20590,348,13,6,7,4,4,12,70,6093045,69,5,01:23.3,189.269,1
20591,348,808,4,12,7,5,10,70,6138763,61,6,01:23.8,188.207,1
20592,348,807,3,10,10,6,8,70,6142294,66,7,01:24.2,187.302,1
20611,349,1,1,2,2,1,25,44,5344268,32,1,01:49.1,231.178,1
20612,349,17,9,6,1,2,18,44,5345839,32,2,01:49.4,230.489,1
20613,349,9,4,11,3,3,15,44,5347761,29,3,01:49.8,229.624,1
20614,349,13,6,7,6,4,12,44,5352532,26,4,01:50.1,228.99,1
20615,349,16,10,14,8,5,10,44,5353362,25,5,01:50.5,228.232,1
20616,349,3,131,4,14,6,8,44,5356627,31,10,01:51.7,225.757,1
20617,349,30,131,3,21,7,6,44,5359816,32,13,01:51.9,225.301,1
20618,349,155,15,23,17,8,4,44,5360946,29,11,01:51.7,225.634,1
20619,349,808,4,12,23,9,2,44,5368119,32,7,01:51.2,226.799,1
20620,349,24,10,15,12,10,1,44,5379099,31,14,01:52.3,224.593,1
20621,349,37,15,22,24,11,0,44,5380287,31,15,01:52.5,224.054,1
20622,349,67,5,16,16,12,0,44,5384163,30,17,01:53.0,223.203,1
20623,349,153,5,17,11,13,0,44,5393725,31,9,01:51.6,225.984,1
20635,350,4,6,8,1,1,25,53,4584572,52,1,01:24.1,247.861,1
20636,350,18,1,1,2,2,18,53,4587510,46,8,01:24.6,246.516,1
20637,350,13,6,7,3,3,15,53,4588795,51,6,01:24.6,246.583,1
20638,350,20,9,5,6,4,12,53,4612768,50,4,01:24.5,246.822,1
20639,350,3,131,4,7,5,10,53,4614514,52,3,01:24.5,246.828,1
20640,350,17,9,6,4,6,8,53,4615848,52,2,01:24.3,247.452,1
20641,350,807,3,10,8,7,6,53,4617384,52,7,01:24.6,246.58,1
20642,350,9,4,11,9,8,4,53,4618600,48,5,01:24.6,246.627,1
20643,350,30,131,3,12,9,2,53,4629520,49,11,01:24.9,245.503,1
20644,350,22,3,9,10,10,1,53,4648785,48,14,01:25.2,244.662,1
20645,350,67,5,16,14,11,0,53,4649628,51,13,01:25.2,244.705,1
20646,350,24,10,15,19,12,0,53,4650678,51,12,01:25.1,245.056,1
20647,350,808,4,12,20,13,0,53,4663491,53,9,01:24.6,246.382,1
20659,351,4,6,8,1,1,25,61,7073579,58,1,01:48.0,169.137,1
20660,351,20,9,5,2,2,18,61,7073872,59,2,01:48.1,168.879,1
20661,351,17,9,6,5,3,15,61,7102720,54,5,01:49.7,166.47,1
20662,351,18,1,1,4,4,12,61,7103963,61,7,01:49.7,166.462,1
20663,351,3,131,4,7,5,10,61,7122973,55,8,01:50.1,165.837,1
20664,351,22,3,9,6,6,8,61,7129680,52,9,01:50.3,165.522,1
20665,351,9,4,11,8,7,6,61,7160138,56,3,01:49.3,167.157,1
20666,351,13,6,7,24,8,4,61,7186876,45,12,01:52.1,162.945,1
20667,351,16,10,14,15,9,2,61,7195995,45,15,01:52.5,162.374,1
20668,351,807,3,10,17,10,1,61,7206370,45,13,01:52.2,162.751,1
20683,352,20,9,5,1,1,25,53,5427323,51,3,01:33.7,223.219,1
20684,352,17,9,6,2,2,18,53,5428228,53,1,01:33.5,223.647,1
20685,352,4,6,8,4,3,15,53,5430044,53,4,01:33.8,222.815,1
20686,352,18,1,1,5,4,12,53,5440845,53,2,01:33.5,223.515,1
20687,352,1,1,2,8,5,10,53,5466918,35,9,01:35.2,219.633,1
20688,352,30,131,3,10,6,8,53,5487256,52,7,01:34.9,220.395,1
20689,352,155,15,23,14,7,6,53,5491361,50,6,01:34.5,221.251,1
20690,352,2,15,22,11,8,4,53,5496971,52,10,01:35.5,218.854,1
20691,352,22,3,9,7,9,2,53,5498169,53,11,01:35.6,218.68,1
20692,352,67,5,16,18,10,1,53,5500129,52,8,01:35.1,219.786,1
20707,353,4,6,8,3,1,25,55,10100810,42,1,01:50.3,183.335,1
20708,353,1,1,2,4,2,18,55,10115809,42,3,01:50.4,183.048,1
20709,353,13,6,7,6,3,15,55,10131678,44,4,01:50.5,182.928,1
20710,353,30,131,3,9,4,12,55,10140498,43,8,01:51.8,180.748,1
20711,353,9,4,11,8,5,10,55,10148544,45,7,01:51.6,181.122,1
20712,353,24,10,15,17,6,8,55,10154381,45,5,01:51.4,181.501,1
